    59	1 1500767 0.167893 0.832107 5.002525 4.938593 0.987221 300001.924147
    60	0 1500179 0.167555 0.832445 5.000585 4.934652 0.986815 300000.724157
    61	1 1749742 0.166715 0.833285 4.999256 4.978000 0.995748 350000.468967
    62	1 1749730 0.167225 0.832775 4.999211 5.002480 1.000655 350001.226883
    63	0 1750410 0.165811 0.834189 5.001158 5.062752 1.012317 350000.970486
    64	1 1750108 0.167274 0.832726 5.000287 5.013400 1.002623 350001.525363
    65	0 1748184 0.168734 0.831266 4.994810 4.962476 0.993527 350000.084988
    66	1 1749908 0.166944 0.833056 4.999736 4.989996 0.998052 350000.113426
    67	0 1751670 0.166461 0.833539 5.004773 5.048369 1.008711 349999.900736
    68	1 1748430 0.167053 0.832947 4.995501 4.998541 1.000609 350000.934912
    69	1 1748935 0.166933 0.833067 4.996953 4.996632 0.999936 350000.323606
    70	0 1751971 0.165688 0.834312 5.005594 4.986532 0.996194 350002.600874
    71	1 1998545 0.166681 0.833319 4.996366 5.002311 1.001190 399999.717714
    72	1 1999181 0.166382 0.833618 4.997953 5.013105 1.003032 399999.920913
    73	0 2001520 0.166497 0.833503 5.003792 5.033180 1.005874 400000.675099
    74	1 2000687 0.166100 0.833900 5.001716 5.016243 1.002904 400000.109722
    75	1 1999736 0.167073 0.832927 4.999343 5.003334 1.000799 399999.796792
    76	0 1997497 0.166660 0.833340 4.993743 4.997139 1.000680 399999.940767
    77	1 2001042 0.165731 0.834269 5.002605 5.061445 1.011762 400000.022771
    78	1 1998940 0.166592 0.833408 4.997349 4.987621 0.998054 400000.106021
    79	0 2000552 0.167329 0.832671 5.001378 4.951940 0.990115 400000.144964
    80	1 1999802 0.166805 0.833195 4.999499 5.020602 1.004221 400000.513092
    81	1 2251067 0.165994 0.834006 5.002361 5.015721 1.002671 450000.865744
    82	1 2249565 0.167044 0.832956 4.999032 5.012866 1.002768 450000.156603
    83	0 2249907 0.166774 0.833226 4.999792 4.996095 0.999261 450000.092319
    84	1 2250702 0.165221 0.834779 5.001554 5.046715 1.009030 450000.530892
    85	1 2248669 0.167327 0.832673 4.997023 4.983407 0.997276 450001.718672
    86	1 2248023 0.168243 0.831757 4.995607 4.946652 0.990201 449999.970674
    87	0 2253536 0.165728 0.834272 5.007852 5.040437 1.006507 450000.527505
    88	1 2250446 0.166197 0.833803 5.000993 5.034012 1.006603 449999.805854
    89	1 2248618 0.167567 0.832433 4.996902 4.989464 0.998513 450002.409082
    90	0 2249613 0.167509 0.832491 4.999134 4.944247 0.989021 450000.517155
    91	1 2500796 0.165759 0.834241 5.001589 5.038305 1.007341 500000.340205
    92	1 2501035 0.165501 0.834499 5.002067 5.023783 1.004342 500000.322473
    93	0 2497605 0.167617 0.832383 4.995204 4.964844 0.993923 500000.642197
    94	1 2499694 0.166541 0.833459 4.999369 4.980455 0.996218 500001.942779
    95	1 2501477 0.165487 0.834513 5.002944 5.065414 1.012487 500001.017415
    96	1 2500270 0.166285 0.833715 5.000519 5.001159 1.000129 500002.125305
    97	0 2500366 0.166406 0.833594 5.000708 5.022139 1.004287 500002.369252
    98	1 2498757 0.167661 0.832339 4.997513 4.945943 0.989681 500000.059506
    99	1 2500970 0.164977 0.835023 5.001928 5.000450 0.999705 500001.188745
   100	1 2497651 0.167529 0.832471 4.995293 4.964833 0.993903 500000.879733
   101	1 2749595 0.166619 0.833381 4.999251 5.009837 1.002118 550001.364435
   102	0 2752927 0.166031 0.833969 5.005310 5.036317 1.006195 550001.346044
   103	1 2749911 0.166878 0.833122 4.999837 5.025971 1.005227 550000.143391
   104	1 2748558 0.167705 0.832295 4.997378 4.973329 0.995188 550000.009118
   105	1 2749714 0.166395 0.833605 4.999463 5.022956 1.004700 550001.820689
   106	1 2749917 0.166321 0.833679 4.999846 5.022480 1.004527 550000.294723
   107	1 2752304 0.166400 0.833600 5.004188 4.993064 0.997777 550000.129821
   108	1 2748860 0.166801 0.833199 4.997931 4.975565 0.995525 549999.607355
   109	1 2747587 0.167169 0.832831 4.995596 4.983737 0.997627 550001.819087
   110	0 2748464 0.168094 0.831906 4.997207 4.979072 0.996371 550000.014226
   111	1 3003292 0.165609 0.834391 5.005469 5.034147 1.005730 600002.169555
   112	1 3000956 0.166284 0.833716 5.001592 4.999072 0.999496 600000.201892
   113	1 3001368 0.166849 0.833151 5.002279 4.996497 0.998844 600000.125084
   114	1 2999746 0.167215 0.832785 4.999575 5.014197 1.002925 600000.193015
   115	1 3000736 0.166930 0.833070 5.001213 4.991721 0.998102 600001.580665
   116	0 2999702 0.165875 0.834125 4.999508 5.006220 1.001343 599999.443446
   117	1 2998159 0.166107 0.833893 4.996928 4.960083 0.992627 600000.443412
   118	1 2998893 0.167433 0.832567 4.998152 5.029775 1.006327 600000.314890
   119	1 3001434 0.165771 0.834229 5.002383 5.034740 1.006469 600000.874717
   120	1 3000300 0.166826 0.833174 5.000501 4.976880 0.995276 599999.901930
   121	1 3252282 0.166033 0.833967 5.003508 5.028131 1.004921 650000.388651
   122	1 3247671 0.167474 0.832526 4.996417 4.941246 0.988958 649999.935433
   123	1 3249791 0.166732 0.833268 4.999677 5.002136 1.000492 650000.211315
   124	1 3250109 0.167049 0.832951 5.000159 5.009088 1.001786 650001.164045
   125	1 3249832 0.167156 0.832844 4.999720 4.961937 0.992444 650002.824934
   126	1 3249697 0.166979 0.833021 4.999526 4.983098 0.996714 650001.041297
   127	1 3250850 0.166346 0.833654 5.001311 5.008682 1.001474 649999.621155
   128	1 3249119 0.167005 0.832995 4.998622 4.980382 0.996352 650002.993123
   129	0 3251773 0.167176 0.832824 5.002701 4.979425 0.995348 650003.445322
   130	1 3250075 0.167005 0.832995 5.000116 5.010253 1.002027 649999.964029
   131	1 3501422 0.166619 0.833381 5.002025 4.996164 0.998829 700000.951950
   132	1 3495742 0.166659 0.833341 4.993915 5.005165 1.002253 700000.316728
   133	1 3500764 0.166841 0.833159 5.001092 5.002636 1.000309 699999.850231
   134	1 3503016 0.165508 0.834492 5.004311 5.048537 1.008838 699999.685298
   135	1 3499800 0.166217 0.833783 4.999708 5.012752 1.002609 700000.924042
   136	1 3498005 0.166676 0.833324 4.997143 5.010667 1.002707 700000.942850
   137	1 3498968 0.166284 0.833716 4.998525 4.995667 0.999428 700000.168639
   138	1 3501359 0.166327 0.833673 5.001945 5.019521 1.003514 699999.528212
   139	1 3500925 0.166197 0.833803 5.001306 5.024430 1.004624 700002.093196
   140	1 3501728 0.166017 0.833983 5.002469 4.980961 0.995701 699999.938667
   141	1 3750825 0.166584 0.833416 5.001094 5.013886 1.002558 750000.951943
   142	1 3751134 0.166077 0.833923 5.001511 5.001205 0.999939 750000.141030
   143	1 3748808 0.166530 0.833470 4.998410 4.958687 0.992053 750000.061610
   144	1 3751036 0.167264 0.832736 5.001377 4.962522 0.992231 750000.605485
   145	1 3751618 0.166311 0.833689 5.002156 5.040845 1.007734 750000.127948
   146	1 3749800 0.167248 0.832752 4.999732 4.980157 0.996085 750000.226466
   147	1 3748935 0.167098 0.832902 4.998579 4.974491 0.995181 750000.169427
   148	1 3755140 0.166167 0.833833 5.006840 5.018858 1.002401 750001.950283
   149	1 3751004 0.166046 0.833954 5.001336 5.022260 1.004184 750000.368959
   150	1 3747422 0.166793 0.833207 4.996564 4.994374 0.999562 749999.818706
   151	1 4002402 0.166135 0.833865 5.002996 5.000310 0.999463 800001.062034
   152	1 3998299 0.166590 0.833410 4.997877 5.037327 1.007893 799999.542092
   153	1 4000941 0.166504 0.833496 5.001175 4.994456 0.998657 800000.258719
   154	1 3998446 0.167361 0.832639 4.998052 5.008271 1.002045 800000.861420
   155	1 4000556 0.166351 0.833649 5.000685 5.001030 1.000069 800001.545600
   156	1 4000406 0.166909 0.833091 5.000505 5.011778 1.002255 800000.467873
   157	1 4000229 0.166965 0.833035 5.000279 4.983691 0.996683 800001.177549
   158	1 3998396 0.167513 0.832487 4.997967 4.995828 0.999573 800004.556720
   159	1 4000596 0.166286 0.833714 5.000743 5.031771 1.006205 800000.269118
   160	1 3999468 0.166798 0.833202 4.999335 5.010063 1.002146 800000.043126
   161	2 4250923 0.166631 0.833369 5.001079 5.005083 1.000801 850001.152498
   162	1 4249198 0.166368 0.833632 4.999042 5.011990 1.002591 850002.506243
   163	1 4252873 0.166598 0.833402 5.003358 4.977044 0.994742 850003.761582
   164	1 4244463 0.167611 0.832389 4.993484 4.967366 0.994770 850000.244621
   165	1 4247671 0.167380 0.832620 4.997255 5.004488 1.001448 850000.931461
   166	1 4248982 0.166082 0.833918 4.998795 5.027477 1.005738 850001.204773
   167	1 4248692 0.166515 0.833485 4.998461 4.979134 0.996133 849999.949386
   168	1 4245734 0.168059 0.831941 4.994980 4.940761 0.989145 850000.149589
   169	1 4249540 0.166496 0.833504 4.999445 4.979538 0.996019 850002.378518
   170	2 4250315 0.166573 0.833427 5.000371 4.997350 0.999396 849999.881917
   171	1 4499385 0.166358 0.833642 4.999316 5.023695 1.004876 900000.089519
   172	1 4498113 0.167248 0.832752 4.997899 4.982970 0.997013 900000.785798
   173	1 4501833 0.166675 0.833325 5.002035 4.991102 0.997814 900000.257028
   174	1 4500610 0.166426 0.833574 5.000682 5.025831 1.005029 899999.327689
   175	1 4496056 0.167173 0.832827 4.995606 4.975490 0.995974 900002.153613
   176	1 4501995 0.165730 0.834270 5.002217 5.062735 1.012098 899999.963441
   177	1 4499205 0.165922 0.834078 4.999114 5.012575 1.002693 900000.402879
   178	2 4499261 0.167040 0.832960 4.999171 4.966425 0.993450 900001.438249
   179	1 4504172 0.165524 0.834476 5.004629 5.041049 1.007278 900001.121872
   180	1 4501280 0.166474 0.833526 5.001415 4.995353 0.998788 900001.244762
   181	1 4751679 0.166945 0.833055 5.001767 4.995471 0.998741 950000.090229
   182	1 4748317 0.166159 0.833841 4.998221 5.008463 1.002049 950001.440578
   183	1 4748232 0.167400 0.832600 4.998139 5.010729 1.002519 950000.072379
   184	1 4747397 0.167203 0.832797 4.997260 4.950822 0.990707 949999.964826
   185	2 4754075 0.166056 0.833944 5.004286 5.031952 1.005529 950000.638238
   186	1 4749797 0.166086 0.833914 4.999781 5.027728 1.005590 950001.019662
   187	1 4752007 0.166546 0.833454 5.002111 5.020268 1.003630 950000.256958
   188	1 4753199 0.166155 0.833845 5.003370 4.995748 0.998477 949999.525791
   189	1 4748955 0.167387 0.832613 4.998899 4.967700 0.993759 950000.156064
   190	1 4751915 0.166802 0.833198 5.002004 4.978102 0.995222 950002.328792
   191	2 5003944 0.166038 0.833962 5.003944 5.011894 1.001589 999999.935763
   192	1 5000192 0.166661 0.833339 5.000193 4.986754 0.997312 999999.739643
   193	1 5001730 0.166702 0.833298 5.001728 4.981444 0.995945 1000000.330071
   194	1 5003066 0.166402 0.833598 5.003050 4.992184 0.997829 1000003.127290
   195	2 4997289 0.167212 0.832788 4.997277 4.938978 0.988334 1000002.495483
   196	1 5003327 0.166392 0.833608 5.003326 4.996180 0.998572 1000000.141210
   197	1 4997546 0.166203 0.833797 4.997546 5.035230 1.007540 1000000.029082
   198	2 5000140 0.165831 0.834169 5.000136 5.031891 1.006351 1000000.774460
   199	1 4999011 0.166454 0.833546 4.999007 5.004319 1.001063 1000000.708975
   200	1 5002583 0.166504 0.833496 5.002575 5.022996 1.004083 1000001.679745
   201	1 5248222 0.167277 0.832723 4.998302 4.984974 0.997334 1050001.056104
   202	2 5247533 0.167211 0.832789 4.997649 4.976014 0.995671 1050000.334723
   203	1 5251181 0.166412 0.833588 5.001124 4.995209 0.998817 1050000.132392
   204	1 5248639 0.166326 0.833674 4.998698 4.982287 0.996717 1050001.132356
   205	2 5252759 0.164987 0.835013 5.002617 5.033429 1.006159 1050002.138573
   206	1 5250069 0.166657 0.833343 5.000065 5.007970 1.001581 1050000.077199
   207	1 5249406 0.167258 0.832742 4.999434 4.992211 0.998555 1050000.116198
   208	2 5252517 0.166252 0.833748 5.002397 5.009655 1.001451 1050000.088490
   209	1 5250023 0.166465 0.833535 5.000021 5.007894 1.001575 1050000.102193
   210	1 5247470 0.167227 0.832773 4.997589 4.977644 0.996009 1050000.414739
   211	2 5500375 0.166646 0.833354 5.000341 5.013363 1.002604 1100000.023351
   212	1 5502478 0.167041 0.832959 5.002249 4.996416 0.998834 1100000.778788
   213	1 5501879 0.166193 0.833807 5.001705 4.985993 0.996859 1100000.651457
   214	2 5497908 0.168089 0.831911 4.998063 4.947419 0.989869 1100007.828083
   215	1 5502270 0.165738 0.834262 5.002063 5.008060 1.001199 1100000.231043
   216	2 5500892 0.166350 0.833650 5.000807 5.005540 1.000947 1100000.880060
   217	1 5496528 0.167245 0.832755 4.996829 4.982067 0.997046 1100003.206887
   218	2 5499390 0.166809 0.833191 4.999440 4.977712 0.995654 1100001.221900
   219	1 5501795 0.166689 0.833311 5.001634 5.006413 1.000956 1099999.611965
   220	1 5500034 0.166651 0.833349 5.000029 5.005236 1.001041 1100000.320508
   221	2 5747029 0.166126 0.833874 4.997413 5.036400 1.007802 1150000.852013
   222	1 5747527 0.167941 0.832059 4.997852 4.943788 0.989183 1149999.552744
   223	1 5746034 0.167549 0.832451 4.996548 4.963787 0.993443 1150000.770994
   224	2 5750515 0.166659 0.833341 5.000443 4.992105 0.998333 1150001.015121
   225	1 5748520 0.166619 0.833381 4.998713 4.988991 0.998055 1150000.092859
   226	2 5745695 0.167808 0.832192 4.996250 4.964252 0.993596 1150001.531553
   227	1 5753574 0.165960 0.834040 5.003101 5.033211 1.006018 1150001.475726
   228	2 5751969 0.166872 0.833128 5.001712 5.013870 1.002431 1150000.060673
   229	1 5747430 0.167443 0.832557 4.997758 4.962259 0.992897 1150001.553452
   230	1 5748555 0.166517 0.833483 4.998744 4.988140 0.997879 1149999.978867
   231	2 5999839 0.166660 0.833340 4.999864 5.002876 1.000603 1200000.376780
   232	1 5999007 0.166952 0.833048 4.999163 4.969920 0.994151 1200002.245174
   233	2 6000380 0.167191 0.832809 5.000311 4.998145 0.999567 1200001.354114
   234	1 6001858 0.166462 0.833538 5.001547 5.010058 1.001702 1200000.274485
   235	2 6003963 0.166483 0.833517 5.003294 5.015863 1.002513 1200002.076991
   236	1 6003628 0.166170 0.833830 5.003018 5.024696 1.004333 1200001.277597
   237	1 5997535 0.167082 0.832918 4.997935 4.956414 0.991693 1200002.492632
   238	2 6001036 0.166391 0.833609 5.000860 5.002302 1.000289 1200000.846516
   239	1 6002099 0.166396 0.833604 5.001738 5.018188 1.003289 1200002.662429
   240	2 6000748 0.167085 0.832915 5.000615 4.995991 0.999076 1200001.998526
   241	1 6251120 0.166003 0.833997 5.000890 5.019046 1.003631 1250001.614266
   242	2 6253328 0.166448 0.833552 5.002660 4.994712 0.998411 1250000.542727
   243	1 6248545 0.166815 0.833185 4.998836 5.015732 1.003380 1249999.946333
   244	1 6251419 0.166363 0.833637 5.001136 4.994604 0.998694 1249999.860010
   245	2 6248603 0.166568 0.833432 4.998874 4.986545 0.997534 1250002.022235
   246	1 6247696 0.167159 0.832841 4.998153 4.988367 0.998042 1250001.060389
   247	2 6245343 0.167504 0.832496 4.996276 4.968119 0.994364 1249999.585215
   248	1 6255121 0.165630 0.834370 5.004093 5.042096 1.007594 1250000.950232
   249	2 6248583 0.167147 0.832853 4.998859 4.984184 0.997064 1250001.738824
   250	1 6251496 0.166595 0.833405 5.001196 5.010036 1.001767 1250000.118610
   251	1 6500412 0.166571 0.833429 5.000316 5.050922 1.010121 1300000.242487
   252	2 6496203 0.167614 0.832386 4.997077 4.964836 0.993548 1300000.689864
   253	1 6500996 0.166465 0.833535 5.000766 4.997570 0.999361 1300000.144062
   254	2 6497061 0.167119 0.832881 4.997736 4.979047 0.996260 1300000.731741
   255	1 6497456 0.167324 0.832676 4.998041 4.993005 0.998993 1300000.564470
   256	2 6500575 0.166337 0.833663 5.000428 5.035370 1.006988 1300003.815211
   257	1 6499401 0.166668 0.833332 4.999539 4.996050 0.999302 1299999.988251
   258	2 6494219 0.167257 0.832743 4.995553 4.977037 0.996294 1300000.144034
   259	1 6498746 0.166520 0.833480 4.999033 4.986118 0.997417 1300000.589305
   260	2 6499758 0.166820 0.833180 4.999812 4.995265 0.999091 1300000.478199
   261	1 6749096 0.166583 0.833417 4.999328 5.000952 1.000325 1350000.595132
   262	2 6752023 0.166738 0.833262 5.001498 4.988724 0.997446 1350000.158385
   263	1 6746842 0.166827 0.833173 4.997661 5.000188 1.000506 1349999.987775
   264	2 6748563 0.166233 0.833767 4.998935 5.029207 1.006056 1350000.020576
   265	2 6749462 0.167107 0.832893 4.999596 4.986422 0.997365 1350001.549988
   266	1 6750586 0.166949 0.833051 5.000433 5.008585 1.001630 1350000.378728
   267	2 6751697 0.166466 0.833534 5.001251 5.000251 0.999800 1350001.636312
   268	2 6749164 0.166272 0.833728 4.999380 5.001008 1.000326 1350000.264155
   269	1 6751619 0.166155 0.833845 5.001198 5.008309 1.001422 1350000.238056
   270	2 6747823 0.167137 0.832863 4.998386 4.999029 1.000129 1350000.399139
   271	1 7001731 0.166719 0.833281 5.001236 5.002835 1.000320 1400000.042277
   272	1 7000421 0.166623 0.833377 5.000300 5.043001 1.008540 1400000.239182
   273	2 6999585 0.167017 0.832983 4.999698 5.001252 1.000311 1400001.690256
   274	2 6999417 0.167075 0.832925 4.999577 5.008280 1.001741 1400001.946760
   275	1 7003899 0.166147 0.833853 5.002785 5.023397 1.004120 1399999.875156
   276	2 6996306 0.167387 0.832613 4.997354 4.973462 0.995219 1400002.157128
   277	2 7004633 0.165784 0.834216 5.003309 5.077966 1.014921 1400000.020726
   278	1 6996832 0.167019 0.832981 4.997735 4.952214 0.990892 1400000.740289
   279	2 7002513 0.166390 0.833610 5.001793 5.002942 1.000230 1400000.518639
   280	2 7000021 0.166547 0.833453 5.000002 5.024362 1.004873 1400003.632855
   281	1 7250100 0.166960 0.833040 5.000059 5.010859 1.002160 1450002.805739
   282	2 7247265 0.167157 0.832843 4.998114 4.981648 0.996706 1449999.977045
   283	2 7245811 0.167715 0.832285 4.997104 4.990467 0.998672 1450001.921783
   284	2 7255431 0.166123 0.833877 5.003736 5.045126 1.008272 1450002.620275
   285	2 7254096 0.166421 0.833579 5.002823 5.015958 1.002626 1450000.626248
   286	2 7254682 0.166163 0.833837 5.003224 5.026172 1.004587 1450001.359833
   287	1 7251133 0.166924 0.833076 5.000781 4.977775 0.995399 1450000.070023
   288	2 7248045 0.167504 0.832496 4.998651 4.970445 0.994357 1450000.148306
   289	1 7249837 0.166812 0.833188 4.999886 4.998867 0.999796 1450000.559630
   290	2 7248179 0.167314 0.832686 4.998740 4.966291 0.993509 1450001.237571
   291	2 7501620 0.166849 0.833151 5.001079 4.986375 0.997060 1500000.355674
   292	1 7505006 0.166372 0.833628 5.003337 5.006064 1.000545 1500000.074375
   293	2 7502775 0.166256 0.833744 5.001846 5.001371 0.999905 1500001.109425
   294	2 7500929 0.166019 0.833981 5.000619 5.006880 1.001252 1500000.169357
   295	2 7497290 0.166933 0.833067 4.998195 4.972783 0.994916 1499999.513403
   296	1 7498383 0.166714 0.833286 4.998920 5.001158 1.000448 1500000.569153
   297	2 7499011 0.167070 0.832930 4.999341 4.999606 1.000053 1499999.981140
   298	2 7500532 0.166389 0.833611 5.000352 5.010091 1.001948 1500000.842204
   299	1 7501209 0.166347 0.833653 5.000800 4.999022 0.999645 1500001.883085
   300	2 7503614 0.166933 0.833067 5.002408 5.008423 1.001202 1500000.361215
   301	2 7754909 0.165697 0.834303 5.003168 5.021373 1.003639 1549999.860528
   302	2 7751568 0.166486 0.833514 5.000999 5.019082 1.003616 1550003.892565
   303	1 7751065 0.167071 0.832929 5.000686 4.984553 0.996774 1550000.467075
   304	2 7750689 0.166729 0.833271 5.000440 4.993142 0.998541 1550001.375189
   305	2 7746564 0.167078 0.832922 4.997781 4.985394 0.997521 1550000.652565
   306	2 7743753 0.167126 0.832874 4.995969 4.983337 0.997471 1550000.128635
   307	2 7745629 0.167237 0.832763 4.997179 4.983744 0.997312 1550000.390891
   308	2 7750869 0.166426 0.833574 5.000560 5.008257 1.001539 1550000.168266
   309	1 7749424 0.166436 0.833564 4.999626 5.013046 1.002684 1550000.715714
   310	2 7747483 0.166648 0.833352 4.998374 4.991384 0.998602 1550000.544927
   311	2 8002398 0.167002 0.832998 5.001497 4.983097 0.996321 1600000.676218
   312	2 8005261 0.166033 0.833967 5.003287 5.019159 1.003172 1600000.201790
   313	2 7999314 0.166947 0.833053 4.999571 4.974897 0.995065 1599999.974355
   314	2 8006134 0.166450 0.833550 5.003833 5.012876 1.001807 1600000.265628
   315	1 8002877 0.166202 0.833798 5.001793 5.001205 0.999883 1600001.493951
   316	2 8000970 0.166425 0.833575 5.000605 5.025350 1.004949 1600000.333832
   317	2 8003944 0.165975 0.834025 5.002466 5.051474 1.009797 1599999.557581
   318	2 8002349 0.166009 0.833991 5.001468 4.996264 0.998960 1600000.095086
   319	2 7999811 0.166192 0.833808 4.999880 5.000067 1.000037 1600000.613169
   320	2 7998997 0.166987 0.833013 4.999373 5.001994 1.000524 1600000.045811
   321	2 8249061 0.166796 0.833204 4.999429 4.978347 0.995783 1650000.507843
   322	2 8245968 0.167147 0.832853 4.997550 4.980510 0.996590 1650002.040295
   323	2 8252327 0.166202 0.833798 5.001412 5.001220 0.999962 1649999.389538
   324	2 8249533 0.167020 0.832980 4.999720 4.988087 0.997673 1649999.130441
   325	2 8246744 0.167245 0.832755 4.998025 4.969086 0.994210 1650000.403504
   326	1 8247598 0.167078 0.832922 4.998541 4.983866 0.997064 1650000.906833
   327	2 8249637 0.166730 0.833270 4.999778 5.008592 1.001763 1650000.565429
   328	2 8250138 0.166734 0.833266 5.000081 5.015039 1.002992 1650000.832167
   329	2 8253408 0.166243 0.833757 5.002064 5.000899 0.999767 1650000.389832
   330	2 8254455 0.166491 0.833509 5.002699 5.001971 0.999855 1650000.261559
   331	2 8504047 0.166214 0.833786 5.002377 5.032013 1.005925 1700001.355814
   332	2 8496852 0.167129 0.832871 4.998151 4.977923 0.995953 1699999.149055
   333	2 8504050 0.166426 0.833574 5.002382 5.013174 1.002158 1700000.224214
   334	2 8495144 0.166749 0.833251 4.997142 4.985885 0.997748 1700000.680080
   335	2 8506268 0.165644 0.834356 5.003688 5.024388 1.004137 1699999.592080
   336	2 8498101 0.166940 0.833060 4.998883 5.000399 1.000303 1699999.971976
   337	2 8501400 0.167450 0.832550 5.000823 4.977090 0.995254 1700000.250782
   338	1 8501166 0.166588 0.833412 5.000683 4.975278 0.994920 1700001.063430
   339	2 8503158 0.166327 0.833673 5.001857 4.998134 0.999256 1700000.372789
   340	2 8492831 0.167464 0.832536 4.995781 4.967367 0.994313 1700000.757842
   341	2 8753375 0.166219 0.833781 5.001927 5.020059 1.003625 1750000.388648
   342	2 8752642 0.166754 0.833246 5.001511 4.986665 0.997032 1749999.686022
   343	2 8753317 0.165766 0.834234 5.001892 5.030317 1.005683 1750001.082373
   344	2 8744761 0.166777 0.833223 4.997005 4.989008 0.998400 1750000.386464
   345	2 8752857 0.166889 0.833111 5.001629 4.994765 0.998628 1750001.260001
   346	2 8749763 0.166859 0.833141 4.999859 4.992573 0.998543 1750001.820810
   347	2 8747318 0.167119 0.832881 4.998462 4.969549 0.994216 1750002.036099
